vendor_name,address_line1,city,state,postal_code,country,phone_number,email,industry,annual_revenue,last_updated
Gamma Dynamics,"2707 Maple Ln, San Diego, CA 25671",San Diego,CA,25671,USA,-4309,gamma.dynamics@gammadynamics.com,Technology,92165295.48,24-11-2024
Atlas Global Enterprises,"2282 Washington Rd, New York, NY 66771",New York,NY,66771,USA,-8399,,Logistics,61610635.98,17-09-2024
Alpha Dynamics,"1780 Washington St, Charlotte, NC 13610",Charlotte,NC,13610,USA,-2724,,Manufacturing,28631371.43,29-01-2024
Golden Dynamics,"8542 Market Ave, Columbus, OH 53105",Columbus,OH,53105,USA,-7175,golden.dynamics@goldendynamics.com,Technology,71661819.73,14-12-2024
Quanum Corp,"2429 Market Ln, Indianapolis, IN 21816",Indianapolis,IN,21816,USA,-9805,quantum.corp@quantumcorp.com,Manufacturing,92321754.83,21-01-2023
Vertex Dynamics,"2085 Pine Ave, Seattle, WA 67311",Seattle,WA,67311,USA,-7115,vertex.dynamics@vertexdynamics.com,Manufacturing,29239798.49,24-01-2024
Omega Dynamics,"4470 Elm Rd, Columbus, OH 94645",Columbus,OH,94645,USA,-4568,omega.dynamics@omegadynamics.com,Hospitality,67683454.67,28-08-2024
Golden Holdings,"1863 Park Rd, San Antonio, TX 90545",San Antonio,TX,90545,USA,-10936,golden.holdings@goldenholdings.com,Hospitality,71717244.59,20-09-2024
Beta Global,"3144 Valley Ave, New York, NY 95225",New York,NY,95225,USA,-3941,beta.global@betaglobal.com,Manufacturing,2338208.02,23-04-2023
Evergree LLC,"1446 Sunset Court, Austin, TX 99808",Austin,TX,99808,USA,-3427,evergreen.llc@evergreenllc.com,Wholesale,95824792.96,24-08-2024
Synergy Dynamics,"5246 Lake Dr, Dallas, TX 49810",Dallas,TX,49810,USA,-4854,,Consulting,33530314.4,19-09-2023
Prime Technologies Technologies,"4467 South St, Houston, TX 84993",Houston,TX,84993,USA,-7160,,Manufacturing,8712528.89,11-09-2023
Synergy Networks Co,"359 Broadway Ave, Los Angeles, CA 38727",Los Angeles,CA,38727,USA,-7618,synergy.networks@synergynetworks.com,Technology,60657525.74,08-06-2024
Summit Dynamics Holdings,"5713 Sunset Court, Seattle, WA 21898",Seattle,WA,21898,USA,-9637,,Technology,46862922.56,09-12-2023
Crest Inc,"5776 Washington St, Jacksonville, FL 11361",Jacksonville,FL,11361,USA,-4234,,Technology,37310265.61,20-12-2024
Golden LLC,"8490 Pine Blvd, Seattle, WA 41018",Seattle,WA,41018,USA,-2177,golden.llc@goldenllc.com,Manufacturing,25955307.37,19-01-2023
Zenith Technologies Industries,"779 East Way, Austin, TX 36694",Austin,TX,36694,USA,-10484,zenith.technologies@zenithtechnologies.com,Logistics,22484046.28,17-10-2023
Gamma Ltd,"6862 Pine Blvd, Chicago, IL 99539",Chicago,IL,99539,USA,-6740,,Finance,9740227.7,24-07-2023
Summit Intenational,"9701 East Rd, Phoenix, AZ 46972",Phoenix,AZ,46972,USA,-6187,,Hospitality,671109.51,09-02-2024
Vertex Global,"9179 Pine Blvd, San Antonio, TX 11196",San Antonio,TX,11196,USA,-10744,vertex.global@vertexglobal.com,Finance,94385845,14-01-2024
Prime Co,"3607 Oak Place, Columbus, OH 89656",Columbus,OH,89656,USA,-9486,prime.co@primeco.com,Logistics,42954745.15,23-01-2023
Alpha Inc,"4149 Cedar Place, Denver, CO 23981",Denver,CO,23981,USA,-8950,alpha.inc@alphainc.com,Finance,99421816.56,02-06-2024
Prime Solutions Group,"122 Valley Rd, New York, NY 87053",New York,NY,87053,USA,-5569,prime.solutions@primesolutions.com,Wholesale,83311807.41,04-09-2024
Prime LLC,"3266 Sunset Blvd, Fort Worth, TX 46965",Fort Worth,TX,46965,USA,-9209,prime.llc@primellc.com,Retail,62690376.36,14-11-2024
tlas Global,"5244 East Ln, Seattle, WA 22049",Seattle,WA,22049,USA,-11072,atlas.global@atlasglobal.com,Healthcare,89740554.32,17-04-2023
Evergreen Networks,"1199 Valley Terrace, Dallas, TX 65759",Dallas,TX,65759,USA,-3106,,Finance,75673159.97,05-12-2023
Atlas Dynamics,"3869 Oak Place, Denver, CO 66785",Denver,CO,66785,USA,-10747,,Wholesale,73012895.05,06-10-2023
Vertex Networks,"997 Elm Rd, Seattle, WA 50728",Seattle,WA,50728,USA,-11153,,Finance,10272806.78,01-05-2024
Summit Enterprises,"6744 Main Court, Columbus, OH 88075",Columbus,OH,88075,USA,-9872,summit.enterprises@summitenterprises.com,Wholesale,78698915.12,06-10-2023
Silver International,"1115 Center Ave, Columbus, OH 29339",Columbus,OH,29339,USA,-3051,silver.international@silverinternational.com,Healthcare,85840953.62,09-09-2023
Alpha Holdings,"249 Oak St, New York, NY 71334",New York,NY,71334,USA,-11469,alpha.holdings@alphaholdings.com,Wholesale,29187982.85,11-03-2023
Synergy Dnamics,"7639 South Dr, Denver, CO 32463",Denver,CO,32463,USA,-7652,synergy.dynamics@synergydynamics.com,Retail,855084.02,29-05-2024
Synergy Slutions,"5785 North Blvd, Philadelphia, PA 13589",Philadelphia,PA,13589,USA,-5999,synergy.solutions@synergysolutions.com,Retail,52914857.14,26-10-2023
Synergy Sytems,"8953 Oak St, Dallas, TX 87639",Dallas,TX,87639,USA,-5302,synergy.systems@synergysystems.com,Logistics,6608762.5,27-05-2024
Delta Global,"8903 Sunset Court, Dallas, TX 75544",Dallas,TX,75544,USA,-8171,delta.global@deltaglobal.com,Wholesale,55520142.31,11-01-2023
Golden Industries Solutions,"4030 West St, Washington, DC 33075",Washington,DC,33075,USA,-5806,golden.industries@goldenindustries.com,Construction,14617445.89,21-05-2023
Omega Enterpriss,"394 South Rd, Columbus, OH 72438",Columbus,OH,72438,USA,-3351,omega.enterprises@omegaenterprises.com,Finance,84045069.75,30-11-2023
Alpha LLC,"5342 North Place, Chicago, IL 29767",Chicago,IL,29767,USA,-6694,alpha.llc@alphallc.com,Healthcare,78467432.48,25-02-2024
Vanguard Solutions,"2527 Sunset Dr, Austin, TX 25232",Austin,TX,25232,USA,-4052,vanguard.solutions@vanguardsolutions.com,Wholesale,53207949.69,26-12-2024
Alpha Inustries,"6245 Hill Blvd, San Antonio, TX 44668",San Antonio,TX,44668,USA,-2335,alpha.industries@alphaindustries.com,Consulting,28042965.02,22-03-2024
Gamma Networks Dynamics,"2812 West Blvd, San Diego, CA 23373",San Diego,CA,23373,USA,-5341,gamma.networks@gammanetworks.com,Wholesale,38299818.85,25-05-2024
Gamma Systems,"7189 Maple Blvd, New York, NY 30069",New York,NY,30069,USA,-7131,gamma.systems@gammasystems.com,Healthcare,32350705.36,25-12-2023
Vertex Ltd Dynamics,"5048 Pine Rd, Austin, TX 63835",Austin,TX,63835,USA,-5460,vertex.ltd@vertexltd.com,Hospitality,89216010.4,30-10-2023
Delta Corp Dynamics,"9650 South Place, San Antonio, TX 50595",San Antonio,TX,50595,USA,-5588,delta.corp@deltacorp.com,Manufacturing,60806804.49,20-12-2024
Vertex Systems LLC,"3895 Broadway Place, Philadelphia, PA 69605",Philadelphia,PA,69605,USA,-5562,vertex.systems@vertexsystems.com,Construction,69392412.94,30-04-2023
Gamma Enterprises,"3451 Lake Way, San Antonio, TX 37266",San Antonio,TX,37266,USA,-3371,gamma.enterprises@gammaenterprises.com,Logistics,64698056.22,16-05-2024
Vanguard Global Global,"2231 North Place, Phoenix, AZ 32235",Phoenix,AZ,32235,USA,-5408,vanguard.global@vanguardglobal.com,Manufacturing,87647354.91,23-12-2024
Beta Holdings Solutions,"6463 Elm Place, San Jose, CA 61123",San Jose,CA,61123,USA,-10452,beta.holdings@betaholdings.com,Manufacturing,15970560.61,09-08-2024
Apex Group Networks,"5815 Elm St, San Diego, CA 70992",San Diego,CA,70992,USA,-7740,apex.group@apexgroup.com,Wholesale,55016065.58,08-10-2023
Omea Co,"5980 North Blvd, Denver, CO 88777",Denver,CO,88777,USA,-9592,,Consulting,26163497.4,28-05-2024
Quantum Solutions,"9040 Center St, San Francisco, CA 73999",San Francisco,CA,73999,USA,-4524,quantum.solutions@quantumsolutions.com,Healthcare,37070837.76,25-02-2024
Omega Technologies Inc,"8871 South Way, Phoenix, AZ 82758",Phoenix,AZ,82758,USA,-5685,,Technology,29046187.79,29-02-2024
Pioneer Solutions,"8869 Ridge Terrace, Washington, DC 19851",Washington,DC,19851,USA,-8797,pioneer.solutions@pioneersolutions.com,Retail,80199920.38,20-11-2024
Golden Industries,"6036 Elm Rd, San Diego, CA 76743",San Diego,CA,76743,USA,-8840,,Logistics,75256356.18,08-11-2023
Gamma International,"5595 Lake Court, Phoenix, AZ 51671",Phoenix,AZ,51671,USA,-9031,,Logistics,31938140.85,28-06-2024
Quantum Solutions Technologies,"5650 North Court, Los Angeles, CA 16255",Los Angeles,CA,16255,USA,-2147,quantum.solutions@quantumsolutions.com,Wholesale,41398316.04,26-10-2023
Omega LLC,"8318 Oak Blvd, Austin, TX 47589",Austin,TX,47589,USA,-5841,,Hospitality,14467589.24,12-06-2024
Bea Inc,"4934 Cedar Rd, Fort Worth, TX 51439",Fort Worth,TX,51439,USA,-9116,beta.inc@betainc.com,Consulting,61708030.37,31-08-2024
Atlas Inc,"7253 Valley Rd, San Diego, CA 63246",San Diego,CA,63246,USA,-8058,atlas.inc@atlasinc.com,Retail,48421834.52,25-12-2024
Silver Solutions,"7195 Center Blvd, Phoenix, AZ 71264",Phoenix,AZ,71264,USA,-3855,silver.solutions@silversolutions.com,Logistics,91237685.56,01-12-2024
Summit Ltd Group,"9531 East Ave, Dallas, TX 24772",Dallas,TX,24772,USA,-3763,,Hospitality,73100272.76,22-11-2023
Golden Global Global,"1910 Cedar Blvd, Jacksonville, FL 74925",Jacksonville,FL,74925,USA,-2331,golden.global@goldenglobal.com,Retail,91394902.07,02-11-2024
Alpha Group,"6718 Market Ave, Los Angeles, CA 69389",Los Angeles,CA,69389,USA,-8391,alpha.group@alphagroup.com,Manufacturing,16609369.52,21-12-2024
Prme Technologies,"3775 Maple Ln, Charlotte, NC 29912",Charlotte,NC,29912,USA,-11083,prime.technologies@primetechnologies.com,Consulting,61748986.36,19-05-2024
Summit Enterprises,"7909 Broadway Dr, New York, NY 85170",New York,NY,85170,USA,-3879,,Construction,514113.92,09-01-2023
Synergy Systems Systems,"7792 Maple St, Jacksonville, FL 88392",Jacksonville,FL,88392,USA,-4534,synergy.systems@synergysystems.com,Hospitality,13404672.75,15-11-2024
Beta Systms,"4652 Main Rd, Seattle, WA 36706",Seattle,WA,36706,USA,-2874,beta.systems@betasystems.com,Technology,31348388.11,30-01-2024
Pioneer Dynamics,"2589 Cedar Terrace, Phoenix, AZ 38495",Phoenix,AZ,38495,USA,-6893,,Finance,26031514.18,10-06-2023
Summi Co,"9212 Market Ave, Seattle, WA 32375",Seattle,WA,32375,USA,-4220,summit.co@summitco.com,Hospitality,71123766.67,15-12-2024
Atlas Networks,"8901 West St, Charlotte, NC 46764",Charlotte,NC,46764,USA,-10212,atlas.networks@atlasnetworks.com,Healthcare,42478731.68,15-04-2023
Gamma Dynamics,"1723 Cedar Court, Indianapolis, IN 13797",Indianapolis,IN,13797,USA,-3408,gamma.dynamics@gammadynamics.com,Retail,34580178.47,03-06-2024
Apex Co,"5910 Hill Ave, San Diego, CA 72831",San Diego,CA,72831,USA,-10681,apex.co@apexco.com,Wholesale,93082958.85,29-10-2024
Pioneer Solutions,"5710 Valley St, Denver, CO 10777",Denver,CO,10777,USA,-10465,pioneer.solutions@pioneersolutions.com,Retail,3505093.72,06-10-2023
Summit LLC,"2158 Lake Court, Chicago, IL 62535",Chicago,IL,62535,USA,-7866,summit.llc@summitllc.com,Consulting,56825087.97,26-10-2023
Crest Co,"7751 Oak Court, Philadelphia, PA 56982",Philadelphia,PA,56982,USA,-6667,crest.co@crestco.com,Logistics,27145706.68,25-11-2024
Omega Networks,"4257 West Dr, Phoenix, AZ 37255",Phoenix,AZ,37255,USA,-10305,omega.networks@omeganetworks.com,Manufacturing,78549125.7,22-09-2023
Dlta Ventures,"8776 Market Dr, San Jose, CA 63783",San Jose,CA,63783,USA,-3247,delta.ventures@deltaventures.com,Finance,10020011.18,12-06-2024
Synrgy International,"6351 Ridge Dr, Austin, TX 63430",Austin,TX,63430,USA,-10296,synergy.international@synergyinternational.com,Technology,74145545.81,21-03-2024
Prime Industries,"5609 Sunset Place, Indianapolis, IN 78631",Indianapolis,IN,78631,USA,-7127,,Manufacturing,31902310.36,16-12-2024
Silver Holdings,"467 Sunset Way, Philadelphia, PA 95751",Philadelphia,PA,95751,USA,-8227,silver.holdings@silverholdings.com,Construction,57593949.46,03-04-2024
Vanguard Ltd Technologies,"5193 Pine Terrace, Washington, DC 27316",Washington,DC,27316,USA,-2950,vanguard.ltd@vanguardltd.com,Hospitality,92957218.84,05-06-2024
Apex Holdings,"5056 Hill Place, Philadelphia, PA 59865",Philadelphia,PA,59865,USA,-8474,,Healthcare,22695378.78,12-12-2023
Apex Dynamics,"9775 Valley Place, Columbus, OH 89614",Columbus,OH,89614,USA,-9093,apex.dynamics@apexdynamics.com,Technology,72176873.34,16-07-2024
rest Ltd,"301 Broadway Blvd, San Francisco, CA 73511",San Francisco,CA,73511,USA,-9069,,Technology,19424015.93,18-05-2024
Vertex Systems,"744 Ridge Dr, Fort Worth, TX 53049",Fort Worth,TX,53049,USA,-10848,vertex.systems@vertexsystems.com,Healthcare,87881698.82,01-06-2024
Quantum Industries Ltd,"9808 Oak Rd, San Francisco, CA 61397",San Francisco,CA,61397,USA,-4175,quantum.industries@quantumindustries.com,Retail,21724743.83,03-05-2023
Prime Dynamcs,"1585 Cedar Dr, Los Angeles, CA 67256",Los Angeles,CA,67256,USA,-9525,prime.dynamics@primedynamics.com,Wholesale,11882219.06,06-07-2023
Beta Group,"7168 Broadway Blvd, Houston, TX 69763",Houston,TX,69763,USA,-9332,beta.group@betagroup.com,Manufacturing,52855155.47,23-07-2023
Quantum Technologies Networks,"9999 Sunset Court, San Diego, CA 85247",San Diego,CA,85247,USA,-6816,quantum.technologies@quantumtechnologies.com,Finance,74169837.72,03-04-2024
Apex Technologies,"9059 Lake Ave, Austin, TX 39906",Austin,TX,39906,USA,-9987,,Logistics,80769395.93,23-01-2023
Silver Industries International,"5714 Main St, Charlotte, NC 98029",Charlotte,NC,98029,USA,-5010,silver.industries@silverindustries.com,Consulting,51176416.64,12-01-2024
Apex Systems Inc,"1518 South Blvd, Charlotte, NC 37158",Charlotte,NC,37158,USA,-3916,apex.systems@apexsystems.com,Manufacturing,74295475.17,22-04-2023
Synergy Technologies,"4574 West Terrace, Chicago, IL 96105",Chicago,IL,96105,USA,-7825,,Technology,85838964.63,31-05-2024
rest Co,"233 South Court, Philadelphia, PA 82474",Philadelphia,PA,82474,USA,-8687,,Construction,66358736.27,28-12-2023
Synergy Ventures,"3863 Park Blvd, Jacksonville, FL 67420",Jacksonville,FL,67420,USA,-6854,synergy.ventures@synergyventures.com,Technology,76978760.53,02-01-2024
Prime LLC Co,"5657 East Terrace, Denver, CO 42246",Denver,CO,42246,USA,-9987,,Consulting,68245700.13,06-06-2024
Alpha Systems,"338 Cedar Way, Indianapolis, IN 76286",Indianapolis,IN,76286,USA,-8280,alpha.systems@alphasystems.com,Construction,35809085.89,15-07-2024
Evergreen Global Ltd,"7490 Maple Place, San Antonio, TX 18652",San Antonio,TX,18652,USA,-11326,,Construction,72794876.68,28-09-2023
Evergreen Networks,"1030 North Rd, San Antonio, TX 74166",San Antonio,TX,74166,USA,-4386,evergreen.networks@evergreennetworks.com,Finance,45656502.83,05-12-2024
Evergreen Dynamics Corp,"1147 South Ln, Indianapolis, IN 86525",Indianapolis,IN,86525,USA,-2877,evergreen.dynamics@evergreendynamics.com,Consulting,51235656.1,13-06-2023
Alpha International,"9552 Cedar Blvd, Fort Worth, TX 43027",Fort Worth,TX,43027,USA,-10084,,Finance,70829936.81,15-06-2023
Prime Corp Systems,"847 Cedar Way, Los Angeles, CA 32494",Los Angeles,CA,32494,USA,-8450,,Hospitality,83571098.85,12-08-2023
Nexus Group Networks,"7514 Washington Terrace, Denver, CO 96135",Denver,CO,96135,USA,-5370,,Construction,51704132.3,06-08-2023
Vertex LLC,"7650 Market Dr, Chicago, IL 42155",Chicago,IL,42155,USA,-8957,,Consulting,86805045.35,11-02-2023
Evergreen LLC,"8819 Market Way, Columbus, OH 14358",Columbus,OH,14358,USA,-6971,evergreen.llc@evergreenllc.com,Retail,85895625.36,23-05-2023
Zenith Ventures,"2876 North Court, Washington, DC 83291",Washington,DC,83291,USA,-4905,zenith.ventures@zenithventures.com,Manufacturing,20703879.82,30-10-2024
Nexus Co Solutions,"7880 Market Blvd, Houston, TX 75635",Houston,TX,75635,USA,-10936,nexus.co@nexusco.com,Healthcare,28739106,04-10-2023
Apex Enterprises,"8936 West Ln, San Diego, CA 16087",San Diego,CA,16087,USA,-6433,,Consulting,56219686.16,17-03-2024
Nexus Networks International,"1095 North Terrace, Charlotte, NC 79799",Charlotte,NC,79799,USA,-7298,nexus.networks@nexusnetworks.com,Technology,85782148.13,25-03-2024
Evergreen Dynamics Dynamics,"4393 South Ave, Philadelphia, PA 84610",Philadelphia,PA,84610,USA,-11816,evergreen.dynamics@evergreendynamics.com,Healthcare,8613799.62,22-06-2023
Atlas Global Corp,"8384 Park Dr, New York, NY 54403",New York,NY,54403,USA,-10784,,Finance,43554286.59,11-09-2024
Summt Enterprises,"5072 Lake Blvd, San Antonio, TX 44645",San Antonio,TX,44645,USA,-7415,,Wholesale,55527431.23,29-03-2023
Beta Inc Co,"1305 Cedar Court, Dallas, TX 86975",Dallas,TX,86975,USA,-4047,beta.inc@betainc.com,Wholesale,24405985.49,21-07-2024
Evergreen Networks Dynamics,"6120 Park Ave, San Antonio, TX 62045",San Antonio,TX,62045,USA,-9343,,Retail,62533983.52,12-08-2024
Evergreen Solutions,"7804 Main Way, Chicago, IL 17032",Chicago,IL,17032,USA,-9673,evergreen.solutions@evergreensolutions.com,Finance,20377859.77,25-11-2023
Gamma Group Dynamics,"7885 Ridge Way, Dallas, TX 34847",Dallas,TX,34847,USA,-7378,gamma.group@gammagroup.com,Manufacturing,7584688.91,27-06-2024
Synergy Solutions Technologies,"1554 East Dr, Dallas, TX 87143",Dallas,TX,87143,USA,-9547,synergy.solutions@synergysolutions.com,Manufacturing,64245969.52,05-07-2024
Apx Corp,"3159 East Ln, Los Angeles, CA 37916",Los Angeles,CA,37916,USA,-3110,,Manufacturing,3638215.02,04-10-2024
Dela Systems,"7847 Valley Rd, Charlotte, NC 19783",Charlotte,NC,19783,USA,-4634,delta.systems@deltasystems.com,Technology,77355397.13,27-02-2023
Beta Ventures Networks,"8881 Center Way, Washington, DC 31093",Washington,DC,31093,USA,-3566,,Healthcare,49206092.56,08-10-2024
Quantum Enterprises,"3513 Elm Court, Austin, TX 63769",Austin,TX,63769,USA,-10814,,Technology,45538683.47,05-12-2023
Crest Technologies,"6678 Oak Terrace, Austin, TX 86713",Austin,TX,86713,USA,-7233,crest.technologies@cresttechnologies.com,Consulting,91144889.29,20-06-2024
Summit Solutions,"3290 Main Way, New York, NY 61595",New York,NY,61595,USA,-8374,,Manufacturing,78281514.45,12-11-2023
Vertex Group International,"5113 Park Dr, Los Angeles, CA 78435",Los Angeles,CA,78435,USA,-2337,vertex.group@vertexgroup.com,Manufacturing,49516792.06,19-08-2024
Vanguard Global Group,"8950 Center Way, San Diego, CA 14197",San Diego,CA,14197,USA,-6551,vanguard.global@vanguardglobal.com,Logistics,17155260.91,12-01-2023
Nexus Systems,"8242 Main Ave, Dallas, TX 79333",Dallas,TX,79333,USA,-9166,nexus.systems@nexussystems.com,Retail,8867989.7,07-11-2023
Vertex Systems,"7517 Ridge Terrace, Washington, DC 45595",Washington,DC,45595,USA,-9857,vertex.systems@vertexsystems.com,Hospitality,93585071.84,26-05-2023
Delta Ventures,"1805 Center Way, Fort Worth, TX 91824",Fort Worth,TX,91824,USA,-2768,delta.ventures@deltaventures.com,Hospitality,78580147.16,18-10-2024
Synergy Networks Dynamics,"9782 East Terrace, Dallas, TX 44736",Dallas,TX,44736,USA,-7184,synergy.networks@synergynetworks.com,Logistics,82524892.46,05-10-2023
Crest Solutions,"1858 Maple Rd, Columbus, OH 29799",Columbus,OH,29799,USA,-2480,crest.solutions@crestsolutions.com,Finance,42370720.6,16-04-2023
Zenith LLC,"766 Maple Ave, Houston, TX 96461",Houston,TX,96461,USA,-6307,,Finance,75660546.6,09-01-2023
Synergy Inc Industries,"5306 Main Court, Austin, TX 20729",Austin,TX,20729,USA,-11237,synergy.inc@synergyinc.com,Manufacturing,76247633.55,10-11-2024
Synergy Dynamics Systems,"1360 Cedar Court, Charlotte, NC 48008",Charlotte,NC,48008,USA,-10906,,Finance,5864921.8,19-10-2023
Quantum Enterprises Group,"4624 Broadway Ave, Austin, TX 92680",Austin,TX,92680,USA,-7227,quantum.enterprises@quantumenterprises.com,Construction,83886247.77,17-01-2023
Quantum nterprises,"2145 West Ave, Charlotte, NC 80917",Charlotte,NC,80917,USA,-10247,,Hospitality,1693400.28,24-09-2024
Vanguard Corp,"640 Hill Ln, Indianapolis, IN 23447",Indianapolis,IN,23447,USA,-10007,vanguard.corp@vanguardcorp.com,Construction,59023972.75,24-10-2023
SynergyHoldings,"805 Valley Ave, Chicago, IL 96310",Chicago,IL,96310,USA,-7139,,Logistics,10758862.05,05-04-2024
Vanguard Technologies,"4725 Pine Blvd, San Jose, CA 79791",San Jose,CA,79791,USA,-4053,,Logistics,32533191.86,01-05-2024
Apex International,"7668 East Ln, New York, NY 14958",New York,NY,14958,USA,-4262,apex.international@apexinternational.com,Logistics,41206696.38,20-09-2023
Zenith Systems Ventures,"594 North Terrace, Seattle, WA 89472",Seattle,WA,89472,USA,-6155,,Logistics,34781659.66,28-01-2024
Delta LLC,"6647 Ridge Ln, Austin, TX 57979",Austin,TX,57979,USA,-9143,delta.llc@deltallc.com,Construction,4267794.93,30-10-2024
Zenith Indutries,"1324 Hill Court, Fort Worth, TX 46397",Fort Worth,TX,46397,USA,-8570,zenith.industries@zenithindustries.com,Technology,22518033.38,17-10-2024
Nexus o,"8877 Market St, Chicago, IL 63122",Chicago,IL,63122,USA,-4100,nexus.co@nexusco.com,Wholesale,89293164.89,11-03-2024
Zenith Inc,"3992 Market Way, Seattle, WA 85330",Seattle,WA,85330,USA,-4966,zenith.inc@zenithinc.com,Finance,50162680.71,14-11-2024
Vertex olutions,"5234 Pine Terrace, Charlotte, NC 19155",Charlotte,NC,19155,USA,-7720,vertex.solutions@vertexsolutions.com,Logistics,96252944.28,21-01-2023
Synery Co,"4035 East Rd, San Diego, CA 91443",San Diego,CA,91443,USA,-11223,,Logistics,28924021.19,04-08-2023
Crest Ltd,"3324 Hill Court, San Jose, CA 40783",San Jose,CA,40783,USA,-9794,crest.ltd@crestltd.com,Construction,89690729.23,01-08-2024
Alpha Ventures Technologies,"1188 Washington Dr, San Antonio, TX 66685",San Antonio,TX,66685,USA,-6637,alpha.ventures@alphaventures.com,Manufacturing,67038914.85,27-03-2024
Golden Solutions Group,"5654 Sunset Way, Fort Worth, TX 61160",Fort Worth,TX,61160,USA,-4783,golden.solutions@goldensolutions.com,Retail,75158653.67,02-02-2024
Summit Co Systems,"7028 West Terrace, Phoenix, AZ 11073",Phoenix,AZ,11073,USA,-4387,,Construction,58998842.85,21-08-2024
Gamma Technologies,"3054 East Blvd, Seattle, WA 47645",Seattle,WA,47645,USA,-2552,,Finance,92011939.23,24-08-2023
Prime Industries,"8141 West Blvd, Indianapolis, IN 95068",Indianapolis,IN,95068,USA,-6869,prime.industries@primeindustries.com,Healthcare,53228615.09,01-07-2024
Crest Global,"6322 East Court, Dallas, TX 12142",Dallas,TX,12142,USA,-9998,,Technology,61911395.17,09-11-2023
Omega Ltd,"9805 Lake Terrace, Dallas, TX 87862",Dallas,TX,87862,USA,-10583,omega.ltd@omegaltd.com,Construction,7323239.19,20-06-2023
Pioneer Technologies,"5892 West Place, San Francisco, CA 88419",San Francisco,CA,88419,USA,-8059,pioneer.technologies@pioneertechnologies.com,Wholesale,38869839.64,13-01-2024
Atlas Ventures Corp,"3184 North Ln, Jacksonville, FL 22202",Jacksonville,FL,22202,USA,-7479,atlas.ventures@atlasventures.com,Manufacturing,56543386.78,30-10-2024
Beta Industries Systems,"4662 Cedar Rd, Jacksonville, FL 24773",Jacksonville,FL,24773,USA,-4101,beta.industries@betaindustries.com,Manufacturing,64843902.25,22-12-2024
Golden Solutions,"7876 Sunset Ln, Indianapolis, IN 48788",Indianapolis,IN,48788,USA,-9331,golden.solutions@goldensolutions.com,Hospitality,34830210.9,28-02-2023
Golden Inc,"5932 Washington St, Philadelphia, PA 10724",Philadelphia,PA,10724,USA,-6407,golden.inc@goldeninc.com,Construction,2422606.29,22-05-2024
Vanguard Ltd Global,"8957 Hill Way, Chicago, IL 30751",Chicago,IL,30751,USA,-7710,vanguard.ltd@vanguardltd.com,Construction,4675613.69,09-11-2024
Crest Networks,"2596 Lake Place, Philadelphia, PA 66408",Philadelphia,PA,66408,USA,-10987,crest.networks@crestnetworks.com,Hospitality,27186104.13,21-08-2023
Prime Ltd,"6412 East Place, Dallas, TX 53157",Dallas,TX,53157,USA,-11148,prime.ltd@primeltd.com,Consulting,64629566.9,13-10-2024
Omega LLC,"3509 North Terrace, San Diego, CA 65257",San Diego,CA,65257,USA,-4801,,Healthcare,54516620.83,18-04-2023
Synergy Solutions,"5225 East Ln, Houston, TX 55601",Houston,TX,55601,USA,-5256,synergy.solutions@synergysolutions.com,Manufacturing,26246257.76,20-05-2024
Alpha Inc,"6282 Elm Place, Houston, TX 50233",Houston,TX,50233,USA,-2038,,Construction,26419333.01,24-06-2024
Prime International Industries,"8213 Sunset Ln, Philadelphia, PA 55359",Philadelphia,PA,55359,USA,-7023,prime.international@primeinternational.com,Finance,23128820.18,27-06-2023
GoldenSystems,"1124 Sunset Court, Fort Worth, TX 79020",Fort Worth,TX,79020,USA,-5904,,Manufacturing,3705085.71,25-07-2023
Synergy Enterprises,"9714 Center Way, Phoenix, AZ 35016",Phoenix,AZ,35016,USA,-4693,synergy.enterprises@synergyenterprises.com,Retail,70064410.75,16-11-2024
Synergy Systems,"2957 Main Dr, Columbus, OH 13916",Columbus,OH,13916,USA,-8565,synergy.systems@synergysystems.com,Manufacturing,53670188.32,31-01-2023
Vertex Group,"2588 East Terrace, San Jose, CA 39132",San Jose,CA,39132,USA,-10225,vertex.group@vertexgroup.com,Healthcare,21051525.41,30-08-2023
Golden Inc Ltd,"3668 Ridge St, Fort Worth, TX 58802",Fort Worth,TX,58802,USA,-5919,,Finance,3205812.75,10-05-2023
Silver Inc Networks,"3471 Ridge Dr, Denver, CO 80286",Denver,CO,80286,USA,-3546,silver.inc@silverinc.com,Logistics,19078320.34,11-10-2023
Gamma Technologies Group,"1663 West Court, San Antonio, TX 94317",San Antonio,TX,94317,USA,-10128,gamma.technologies@gammatechnologies.com,Wholesale,28637959.67,23-07-2023
Alpha International,"8241 Oak Rd, Jacksonville, FL 94571",Jacksonville,FL,94571,USA,-10105,,Healthcare,18990198.99,02-04-2024
Apex Netorks,"564 Main Blvd, Jacksonville, FL 58134",Jacksonville,FL,58134,USA,-2633,apex.networks@apexnetworks.com,Construction,7793372.39,21-08-2023
Delta Dynamics,"1304 Market Blvd, Charlotte, NC 55938",Charlotte,NC,55938,USA,-4674,delta.dynamics@deltadynamics.com,Retail,21802471.54,06-12-2024
Alpha Ltd Dynamics,"2448 Cedar Blvd, Phoenix, AZ 17122",Phoenix,AZ,17122,USA,-5110,alpha.ltd@alphaltd.com,Technology,72579110.21,02-11-2024
